filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
img_01320.jpg,46542,{},4,3,"{""y"":160,""x"":222,""height"":46,""name"":""rect"",""width"":31}","{""class"":""Left""}"
img_01319.jpg,76443,{},4,0,"{""y"":123,""x"":182,""height"":42,""name"":""rect"",""width"":24}","{""class"":""DownRight""}"
img_01319.jpg,76443,{},4,1,"{""y"":112,""x"":101,""height"":37,""name"":""rect"",""width"":26}","{""class"":""DownRight""}"
img_01319.jpg,76443,{},4,2,"{""y"":131,""x"":247,""height"":32,""name"":""rect"",""width"":25}","{""class"":""Down""}"
img_01319.jpg,76443,{},4,3,"{""y"":111,""x"":284,""height"":35,""name"":""rect"",""width"":28}","{""class"":""DownLeft""}"
img_01318.jpg,16425,{},2,0,"{""y"":48,""x"":161,""height"":62,""name"":""rect"",""width"":32}","{""class"":""UpRight""}"
img_01318.jpg,16425,{},2,1,"{""y"":274,""x"":85,""height"":68,""name"":""rect"",""width"":36}","{""class"":""Right""}"
img_01317.jpg,46392,{},5,0,"{""y"":62,""x"":118,""height"":55,""name"":""rect"",""width"":34}","{""class"":""Front""}"
img_01317.jpg,46392,{},5,1,"{""y"":32,""x"":181,""height"":51,""name"":""rect"",""width"":30}","{""class"":""Front""}"
img_01317.jpg,46392,{},5,2,"{""y"":13,""x"":245,""height"":42,""name"":""rect"",""width"":27}","{""class"":""Front""}"
img_01317.jpg,46392,{},5,3,"{""y"":81,""x"":161,""height"":20,""name"":""rect"",""width"":15}","{""class"":""Front""}"
img_01317.jpg,46392,{},5,4,"{""y"":92,""x"":78,""height"":39,""name"":""rect"",""width"":26}","{""class"":""Right""}"
img_01316.jpg,31615,{},3,0,"{""y"":81,""x"":99,""height"":38,""name"":""rect"",""width"":36}","{""class"":""Back""}"
img_01316.jpg,31615,{},3,1,"{""y"":93,""x"":233,""height"":47,""name"":""rect"",""width"":35}","{""class"":""Right""}"
img_01316.jpg,31615,{},3,2,"{""y"":102,""x"":268,""height"":39,""name"":""rect"",""width"":28}","{""class"":""Front""}"
img_01315.jpg,43625,{},3,0,"{""y"":81,""x"":189,""height"":68,""name"":""rect"",""width"":45}","{""class"":""DownLeft""}"
img_01315.jpg,43625,{},3,1,"{""y"":95,""x"":151,""height"":61,""name"":""rect"",""width"":33}","{""class"":""Front""}"
img_01315.jpg,43625,{},3,2,"{""y"":138,""x"":66,""height"":64,""name"":""rect"",""width"":36}","{""class"":""Left""}"
img_01314.jpg,62906,{},7,0,"{""y"":113,""x"":51,""height"":24,""name"":""rect"",""width"":11}","{""class"":""Right""}"
img_01314.jpg,62906,{},7,1,"{""y"":193,""x"":88,""height"":45,""name"":""rect"",""width"":29}","{""class"":""UpRight""}"
img_01314.jpg,62906,{},7,2,"{""y"":134,""x"":258,""height"":37,""name"":""rect"",""width"":17}","{""class"":""UpLeft""}"
img_01314.jpg,62906,{},7,3,"{""y"":167,""x"":362,""height"":36,""name"":""rect"",""width"":20}","{""class"":""UpLeft""}"
img_01314.jpg,62906,{},7,4,"{""y"":109,""x"":356,""height"":25,""name"":""rect"",""width"":15}","{""class"":""Left""}"
img_01314.jpg,62906,{},7,5,"{""y"":113,""x"":190,""height"":21,""name"":""rect"",""width"":15}","{""class"":""Right""}"
img_01314.jpg,62906,{},7,6,"{""y"":107,""x"":135,""height"":17,""name"":""rect"",""width"":11}","{""class"":""Front""}"
img_01313.jpg,45040,{},4,0,"{""y"":145,""x"":47,""height"":63,""name"":""rect"",""width"":37}","{""class"":""Front""}"
img_01313.jpg,45040,{},4,1,"{""y"":159,""x"":156,""height"":70,""name"":""rect"",""width"":35}","{""class"":""Front""}"
img_01313.jpg,45040,{},4,2,"{""y"":177,""x"":240,""height"":60,""name"":""rect"",""width"":32}","{""class"":""Front""}"
img_01313.jpg,45040,{},4,3,"{""y"":193,""x"":321,""height"":57,""name"":""rect"",""width"":47}","{""class"":""Front""}"
img_01312.jpg,26749,{},4,0,"{""y"":116,""x"":269,""height"":40,""name"":""rect"",""width"":28}","{""class"":""UpLeft""}"
img_01312.jpg,26749,{},4,1,"{""y"":258,""x"":342,""height"":33,""name"":""rect"",""width"":19}","{""class"":""UpLeft""}"
img_01312.jpg,26749,{},4,2,"{""y"":109,""x"":138,""height"":41,""name"":""rect"",""width"":29}","{""class"":""Back""}"
img_01312.jpg,26749,{},4,3,"{""y"":218,""x"":71,""height"":35,""name"":""rect"",""width"":23}","{""class"":""UpRight""}"
img_01311.jpg,109331,{},3,0,"{""y"":93,""x"":284,""height"":68,""name"":""rect"",""width"":48}","{""class"":""Front""}"
img_01311.jpg,109331,{},3,1,"{""y"":99,""x"":193,""height"":69,""name"":""rect"",""width"":45}","{""class"":""Front""}"
img_01311.jpg,109331,{},3,2,"{""y"":112,""x"":75,""height"":70,""name"":""rect"",""width"":52}","{""class"":""Front""}"
img_01310.jpg,25401,{},4,0,"{""y"":39,""x"":92,""height"":38,""name"":""rect"",""width"":23}","{""class"":""Front""}"
img_01310.jpg,25401,{},4,1,"{""y"":32,""x"":153,""height"":50,""name"":""rect"",""width"":21}","{""class"":""Front""}"
img_01310.jpg,25401,{},4,2,"{""y"":9,""x"":207,""height"":51,""name"":""rect"",""width"":26}","{""class"":""Front""}"
img_01310.jpg,25401,{},4,3,"{""y"":35,""x"":271,""height"":43,""name"":""rect"",""width"":28}","{""class"":""Front""}"
img_01309.jpg,40673,{},4,0,"{""y"":97,""x"":120,""height"":39,""name"":""rect"",""width"":25}","{""class"":""UpRight""}"
img_01309.jpg,40673,{},4,1,"{""y"":86,""x"":158,""height"":30,""name"":""rect"",""width"":19}","{""class"":""Right""}"
img_01309.jpg,40673,{},4,2,"{""y"":56,""x"":272,""height"":48,""name"":""rect"",""width"":33}","{""class"":""UpLeft""}"
img_01309.jpg,40673,{},4,3,"{""y"":64,""x"":226,""height"":36,""name"":""rect"",""width"":20}","{""class"":""Left""}"
img_01308.jpg,45895,{},3,0,"{""y"":97,""x"":64,""height"":89,""name"":""rect"",""width"":64}","{""class"":""Right""}"
img_01308.jpg,45895,{},3,1,"{""y"":117,""x"":178,""height"":69,""name"":""rect"",""width"":58}","{""class"":""Right""}"
img_01308.jpg,45895,{},3,2,"{""y"":149,""x"":288,""height"":78,""name"":""rect"",""width"":71}","{""class"":""Front""}"
img_01307.jpg,75558,{},2,0,"{""y"":115,""x"":129,""height"":53,""name"":""rect"",""width"":26}","{""class"":""Front""}"
img_01307.jpg,75558,{},2,1,"{""y"":57,""x"":264,""height"":45,""name"":""rect"",""width"":29}","{""class"":""Front""}"
img_01306.jpg,30562,{},4,0,"{""y"":61,""x"":264,""height"":47,""name"":""rect"",""width"":22}","{""class"":""Right""}"
img_01306.jpg,30562,{},4,1,"{""y"":77,""x"":281,""height"":51,""name"":""rect"",""width"":32}","{""class"":""UpLeft""}"
img_01306.jpg,30562,{},4,2,"{""y"":142,""x"":323,""height"":34,""name"":""rect"",""width"":15}","{""class"":""Right""}"
img_01306.jpg,30562,{},4,3,"{""y"":159,""x"":337,""height"":20,""name"":""rect"",""width"":16}","{""class"":""Front""}"
img_01305.jpg,35809,{},2,0,"{""y"":144,""x"":225,""height"":29,""name"":""rect"",""width"":30}","{""class"":""Back""}"
img_01305.jpg,35809,{},2,1,"{""y"":169,""x"":100,""height"":24,""name"":""rect"",""width"":37}","{""class"":""Back""}"
img_01304.jpg,30551,{},2,0,"{""y"":89,""x"":151,""height"":38,""name"":""rect"",""width"":24}","{""class"":""DownLeft""}"
img_01304.jpg,30551,{},2,1,"{""y"":88,""x"":219,""height"":37,""name"":""rect"",""width"":22}","{""class"":""DownLeft""}"
img_01303.jpg,34226,{},3,0,"{""y"":104,""x"":173,""height"":29,""name"":""rect"",""width"":17}","{""class"":""DownRight""}"
img_01303.jpg,34226,{},3,1,"{""y"":131,""x"":297,""height"":25,""name"":""rect"",""width"":16}","{""class"":""Left""}"
img_01303.jpg,34226,{},3,2,"{""y"":98,""x"":135,""height"":30,""name"":""rect"",""width"":16}","{""class"":""Down""}"
img_01302.jpg,32568,{},5,0,"{""y"":170,""x"":270,""height"":85,""name"":""rect"",""width"":52}","{""class"":""Front""}"
img_01302.jpg,32568,{},5,1,"{""y"":183,""x"":210,""height"":79,""name"":""rect"",""width"":47}","{""class"":""Front""}"
img_01302.jpg,32568,{},5,2,"{""y"":134,""x"":174,""height"":52,""name"":""rect"",""width"":34}","{""class"":""Front""}"
img_01302.jpg,32568,{},5,3,"{""y"":141,""x"":124,""height"":73,""name"":""rect"",""width"":43}","{""class"":""Front""}"
img_01302.jpg,32568,{},5,4,"{""y"":34,""x"":85,""height"":70,""name"":""rect"",""width"":41}","{""class"":""Front""}"
img_01301.jpg,39186,{},3,0,"{""y"":102,""x"":21,""height"":129,""name"":""rect"",""width"":89}","{""class"":""Back""}"
img_01301.jpg,39186,{},3,1,"{""y"":43,""x"":112,""height"":62,""name"":""rect"",""width"":47}","{""class"":""Right""}"
img_01301.jpg,39186,{},3,2,"{""y"":65,""x"":280,""height"":73,""name"":""rect"",""width"":48}","{""class"":""Right""}"
img_01300.jpg,44782,{},3,0,"{""y"":148,""x"":202,""height"":22,""name"":""rect"",""width"":24}","{""class"":""Front""}"
img_01300.jpg,44782,{},3,1,"{""y"":154,""x"":268,""height"":18,""name"":""rect"",""width"":19}","{""class"":""Front""}"
img_01300.jpg,44782,{},3,2,"{""y"":153,""x"":322,""height"":15,""name"":""rect"",""width"":15}","{""class"":""Front""}"
img_01299.jpg,30235,{},5,0,"{""y"":202,""x"":53,""height"":34,""name"":""rect"",""width"":24}","{""class"":""Front""}"
img_01299.jpg,30235,{},5,1,"{""y"":205,""x"":113,""height"":36,""name"":""rect"",""width"":27}","{""class"":""Front""}"
img_01299.jpg,30235,{},5,2,"{""y"":216,""x"":194,""height"":29,""name"":""rect"",""width"":25}","{""class"":""Front""}"
img_01299.jpg,30235,{},5,3,"{""y"":205,""x"":253,""height"":28,""name"":""rect"",""width"":29}","{""class"":""Front""}"
img_01299.jpg,30235,{},5,4,"{""y"":207,""x"":322,""height"":33,""name"":""rect"",""width"":29}","{""class"":""Front""}"
img_01298.jpg,23667,{},4,0,"{""y"":108,""x"":222,""height"":91,""name"":""rect"",""width"":39}","{""class"":""Right""}"
img_01298.jpg,23667,{},4,1,"{""y"":110,""x"":53,""height"":175,""name"":""rect"",""width"":104}","{""class"":""Right""}"
img_01298.jpg,23667,{},4,2,"{""y"":88,""x"":140,""height"":152,""name"":""rect"",""width"":54}","{""class"":""Right""}"
img_01298.jpg,23667,{},4,3,"{""y"":83,""x"":177,""height"":137,""name"":""rect"",""width"":37}","{""class"":""Right""}"
img_01297.jpg,47316,{},2,0,"{""y"":2,""x"":107,""height"":53,""name"":""rect"",""width"":35}","{""class"":""Down""}"
img_01297.jpg,47316,{},2,1,"{""y"":43,""x"":150,""height"":53,""name"":""rect"",""width"":37}","{""class"":""Down""}"
img_01296.jpg,98804,{},3,0,"{""y"":56,""x"":58,""height"":40,""name"":""rect"",""width"":23}","{""class"":""Right""}"
img_01296.jpg,98804,{},3,1,"{""y"":22,""x"":292,""height"":40,""name"":""rect"",""width"":22}","{""class"":""Down""}"
img_01296.jpg,98804,{},3,2,"{""y"":73,""x"":214,""height"":41,""name"":""rect"",""width"":26}","{""class"":""Front""}"
img_01295.jpg,29962,{},4,0,"{""y"":28,""x"":39,""height"":149,""name"":""rect"",""width"":67}","{""class"":""Front""}"
img_01295.jpg,29962,{},4,1,"{""y"":93,""x"":224,""height"":101,""name"":""rect"",""width"":58}","{""class"":""Front""}"
img_01295.jpg,29962,{},4,2,"{""y"":138,""x"":314,""height"":76,""name"":""rect"",""width"":43}","{""class"":""Front""}"
img_01295.jpg,29962,{},4,3,"{""y"":148,""x"":149,""height"":112,""name"":""rect"",""width"":53}","{""class"":""Right""}"
img_01294.jpg,88857,{},3,0,"{""y"":93,""x"":101,""height"":46,""name"":""rect"",""width"":26}","{""class"":""DownRight""}"
img_01294.jpg,88857,{},3,1,"{""y"":116,""x"":251,""height"":36,""name"":""rect"",""width"":26}","{""class"":""Right""}"
img_01294.jpg,88857,{},3,2,"{""y"":104,""x"":333,""height"":41,""name"":""rect"",""width"":23}","{""class"":""Left""}"
img_01293.jpg,20193,{},2,0,"{""y"":163,""x"":148,""height"":49,""name"":""rect"",""width"":39}","{""class"":""UpLeft""}"
img_01293.jpg,20193,{},2,1,"{""y"":138,""x"":286,""height"":37,""name"":""rect"",""width"":26}","{""class"":""Left""}"
img_01292.jpg,37093,{},3,0,"{""y"":100,""x"":187,""height"":44,""name"":""rect"",""width"":21}","{""class"":""Front""}"
img_01292.jpg,37093,{},3,1,"{""y"":76,""x"":71,""height"":30,""name"":""rect"",""width"":16}","{""class"":""Front""}"
img_01292.jpg,37093,{},3,2,"{""y"":69,""x"":317,""height"":52,""name"":""rect"",""width"":31}","{""class"":""Back""}"
img_01291.jpg,19966,{},2,0,"{""y"":154,""x"":73,""height"":47,""name"":""rect"",""width"":34}","{""class"":""Right""}"
img_01291.jpg,19966,{},2,1,"{""y"":160,""x"":148,""height"":32,""name"":""rect"",""width"":20}","{""class"":""Right""}"
img_01290.jpg,24423,{},4,0,"{""y"":235,""x"":67,""height"":96,""name"":""rect"",""width"":58}","{""class"":""Front""}"
img_01290.jpg,24423,{},4,1,"{""y"":25,""x"":78,""height"":91,""name"":""rect"",""width"":55}","{""class"":""Front""}"
img_01290.jpg,24423,{},4,2,"{""y"":3,""x"":276,""height"":73,""name"":""rect"",""width"":50}","{""class"":""Front""}"
img_01290.jpg,24423,{},4,3,"{""y"":212,""x"":281,""height"":87,""name"":""rect"",""width"":52}","{""class"":""Front""}"
img_01289.jpg,23589,{},3,0,"{""y"":92,""x"":202,""height"":78,""name"":""rect"",""width"":38}","{""class"":""Front""}"
img_01289.jpg,23589,{},3,1,"{""y"":136,""x"":300,""height"":70,""name"":""rect"",""width"":28}","{""class"":""DownRight""}"
img_01289.jpg,23589,{},3,2,"{""y"":36,""x"":76,""height"":123,""name"":""rect"",""width"":76}","{""class"":""Right""}"
img_01288.jpg,100106,{},4,0,"{""y"":98,""x"":132,""height"":32,""name"":""rect"",""width"":27}","{""class"":""Back""}"
img_01288.jpg,100106,{},4,1,"{""y"":209,""x"":325,""height"":34,""name"":""rect"",""width"":28}","{""class"":""UpLeft""}"
img_01288.jpg,100106,{},4,2,"{""y"":133,""x"":202,""height"":31,""name"":""rect"",""width"":18}","{""class"":""DownLeft""}"
img_01288.jpg,100106,{},4,3,"{""y"":241,""x"":237,""height"":19,""name"":""rect"",""width"":12}","{""class"":""Front""}"
img_01287.jpg,28539,{},3,0,"{""y"":49,""x"":95,""height"":110,""name"":""rect"",""width"":54}","{""class"":""Right""}"
